[%];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h]
SLOPE;VMH200;VMH150;VMH125;VMH100;VMH075;VMH050;VMH030;VMH010
498;186.45;139.83;116.53;93.22;69.92;46.61;27.97;9.32
499;186.63;139.98;116.65;93.32;69.99;46.66;28;9.33
500;186.82;140.12;116.76;93.41;70.06;46.71;28.02;9.34
501;187.01;140.26;116.88;93.5;70.13;46.75;28.05;9.35
502;187.19;140.4;117;93.6;70.2;46.8;28.08;9.36
503;187.38;140.53;117.11;93.69;70.27;46.84;28.11;9.37
504;187.57;140.67;117.23;93.78;70.34;46.89;28.13;9.38
505;187.75;140.81;117.35;93.88;70.41;46.94;28.16;9.39
506;187.94;140.95;117.46;93.97;70.48;46.98;28.19;9.4
507;188.12;141.09;117.58;94.06;70.55;47.03;28.22;9.41
508;188.31;141.23;117.69;94.15;70.62;47.08;28.25;9.42
509;188.49;141.37;117.81;94.25;70.69;47.12;28.27;9.42
510;188.68;141.51;117.92;94.34;70.75;47.17;28.3;9.43
511;188.86;141.65;118.04;94.43;70.82;47.22;28.33;9.44
512;189.05;141.79;118.16;94.52;70.89;47.26;28.36;9.45
513;189.23;141.93;118.27;94.62;70.96;47.31;28.39;9.46
514;189.42;142.06;118.39;94.71;71.03;47.35;28.41;9.47
515;189.6;142.2;118.5;94.8;71.1;47.4;28.44;9.48
516;189.79;142.34;118.62;94.89;71.17;47.45;28.47;9.49
517;189.97;142.48;118.73;94.98;71.24;47.49;28.5;9.5
518;190.15;142.62;118.85;95.08;71.31;47.54;28.52;9.51
519;190.34;142.75;118.96;95.17;71.38;47.58;28.55;9.52
520;190.52;142.89;119.08;95.26;71.45;47.63;28.58;9.53
521;190.7;143.03;119.19;95.35;71.51;47.68;28.61;9.54
522;190.89;143.16;119.3;95.44;71.58;47.72;28.63;9.54
523;191.07;143.3;119.42;95.53;71.65;47.77;28.66;9.55
524;191.25;143.44;119.53;95.63;71.72;47.81;28.69;9.56
525;191.43;143.58;119.65;95.72;71.79;47.86;28.72;9.57
526;191.62;143.71;119.76;95.81;71.86;47.9;28.74;9.58
527;191.8;143.85;119.87;95.9;71.92;47.95;28.77;9.59
528;191.98;143.99;119.99;95.99;71.99;48;28.8;9.6
529;192.16;144.12;120.1;96.08;72.06;48.04;28.82;9.61
530;192.34;144.26;120.21;96.17;72.13;48.09;28.85;9.62
531;192.52;144.39;120.33;96.26;72.2;48.13;28.88;9.63
532;192.71;144.53;120.44;96.35;72.26;48.18;28.91;9.64
533;192.89;144.67;120.55;96.44;72.33;48.22;28.93;9.64
534;193.07;144.8;120.67;96.53;72.4;48.27;28.96;9.65
535;193.25;144.94;120.78;96.62;72.47;48.31;28.99;9.66
536;193.43;145.07;120.89;96.71;72.54;48.36;29.01;9.67
537;193.61;145.21;121.01;96.8;72.6;48.4;29.04;9.68
538;193.79;145.34;121.12;96.89;72.67;48.45;29.07;9.69
539;193.97;145.48;121.23;96.98;72.74;48.49;29.1;9.7
540;194.15;145.61;121.34;97.07;72.81;48.54;29.12;9.71
541;194.33;145.75;121.46;97.16;72.87;48.58;29.15;9.72
542;194.51;145.88;121.57;97.25;72.94;48.63;29.18;9.73
543;194.69;146.02;121.68;97.34;73.01;48.67;29.2;9.73
544;194.87;146.15;121.79;97.43;73.08;48.72;29.23;9.74
545;195.05;146.28;121.9;97.52;73.14;48.76;29.26;9.75
546;195.23;146.42;122.02;97.61;73.21;48.81;29.28;9.76
547;195.4;146.55;122.13;97.7;73.28;48.85;29.31;9.77
548;195.58;146.69;122.24;97.79;73.34;48.9;29.34;9.78
549;195.76;146.82;122.35;97.88;73.41;48.94;29.36;9.79
550;195.94;146.95;122.46;97.97;73.48;48.98;29.39;9.8
551;196.12;147.09;122.57;98.06;73.54;49.03;29.42;9.81
552;196.29;147.22;122.68;98.15;73.61;49.07;29.44;9.81
553;196.47;147.35;122.8;98.24;73.68;49.12;29.47;9.82
554;196.65;147.49;122.91;98.33;73.74;49.16;29.5;9.83
555;196.83;147.62;123.02;98.41;73.81;49.21;29.52;9.84
556;197;147.75;123.13;98.5;73.88;49.25;29.55;9.85
557;197.18;147.89;123.24;98.59;73.94;49.3;29.58;9.86
558;197.36;148.02;123.35;98.68;74.01;49.34;29.6;9.87
559;197.54;148.15;123.46;98.77;74.08;49.38;29.63;9.88
560;197.71;148.28;123.57;98.86;74.14;49.43;29.66;9.89
561;197.89;148.42;123.68;98.94;74.21;49.47;29.68;9.89
562;198.06;148.55;123.79;99.03;74.27;49.52;29.71;9.9
563;198.24;148.68;123.9;99.12;74.34;49.56;29.74;9.91
564;198.42;148.81;124.01;99.21;74.41;49.6;29.76;9.92
565;198.59;148.94;124.12;99.3;74.47;49.65;29.79;9.93
566;198.77;149.08;124.23;99.38;74.54;49.69;29.82;9.94
567;198.94;149.21;124.34;99.47;74.6;49.74;29.84;9.95
568;199.12;149.34;124.45;99.56;74.67;49.78;29.87;9.96
569;199.29;149.47;124.56;99.65;74.74;49.82;29.89;9.96
570;199.47;149.6;124.67;99.73;74.8;49.87;29.92;9.97
571;199.64;149.73;124.78;99.82;74.87;49.91;29.95;9.98
572;199.82;149.86;124.89;99.91;74.93;49.95;29.97;9.99
573;199.99;150;125;100;75;50;30;10
574;200.17;150.13;125.11;100.08;75.06;50.04;30.03;10.01
575;200.34;150.26;125.21;100.17;75.13;50.09;30.05;10.02
576;200.52;150.39;125.32;100.26;75.19;50.13;30.08;10.03
577;200.69;150.52;125.43;100.35;75.26;50.17;30.1;10.03
578;200.86;150.65;125.54;100.43;75.32;50.22;30.13;10.04
579;201.04;150.78;125.65;100.52;75.39;50.26;30.16;10.05
580;201.21;150.91;125.76;100.61;75.45;50.3;30.18;10.06
581;201.39;151.04;125.87;100.69;75.52;50.35;30.21;10.07
582;201.56;151.17;125.97;100.78;75.58;50.39;30.23;10.08
583;201.73;151.3;126.08;100.87;75.65;50.43;30.26;10.09
584;201.9;151.43;126.19;100.95;75.71;50.48;30.29;10.1
585;202.08;151.56;126.3;101.04;75.78;50.52;30.31;10.1
586;202.25;151.69;126.41;101.12;75.84;50.56;30.34;10.11
587;202.42;151.82;126.51;101.21;75.91;50.61;30.36;10.12
588;202.59;151.95;126.62;101.3;75.97;50.65;30.39;10.13
589;202.77;152.08;126.73;101.38;76.04;50.69;30.42;10.14
590;202.94;152.2;126.84;101.47;76.1;50.73;30.44;10.15
591;203.11;152.33;126.94;101.56;76.17;50.78;30.47;10.16
592;203.28;152.46;127.05;101.64;76.23;50.82;30.49;10.16
593;203.45;152.59;127.16;101.73;76.3;50.86;30.52;10.17
594;203.63;152.72;127.27;101.81;76.36;50.91;30.54;10.18
595;203.8;152.85;127.37;101.9;76.42;50.95;30.57;10.19
596;203.97;152.98;127.48;101.98;76.49;50.99;30.6;10.2
597;204.14;153.1;127.59;102.07;76.55;51.03;30.62;10.21
598;204.31;153.23;127.69;102.16;76.62;51.08;30.65;10.22
599;204.48;153.36;127.8;102.24;76.68;51.12;30.67;10.22
600;204.65;153.49;127.91;102.33;76.74;51.16;30.7;10.23
601;204.82;153.62;128.01;102.41;76.81;51.21;30.72;10.24
602;204.99;153.74;128.12;102.5;76.87;51.25;30.75;10.25
603;205.16;153.87;128.23;102.58;76.94;51.29;30.77;10.26
604;205.33;154;128.33;102.67;77;51.33;30.8;10.27
605;205.5;154.13;128.44;102.75;77.06;51.38;30.83;10.28
606;205.67;154.25;128.55;102.84;77.13;51.42;30.85;10.28
607;205.84;154.38;128.65;102.92;77.19;51.46;30.88;10.29
608;206.01;154.51;128.76;103.01;77.25;51.5;30.9;10.3
609;206.18;154.64;128.86;103.09;77.32;51.55;30.93;10.31
610;206.35;154.76;128.97;103.17;77.38;51.59;30.95;10.32
611;206.52;154.89;129.07;103.26;77.44;51.63;30.98;10.33
612;206.69;155.02;129.18;103.34;77.51;51.67;31;10.33
613;206.86;155.14;129.29;103.43;77.57;51.71;31.03;10.34
614;207.03;155.27;129.39;103.51;77.63;51.76;31.05;10.35
615;207.19;155.4;129.5;103.6;77.7;51.8;31.08;10.36
616;207.36;155.52;129.6;103.68;77.76;51.84;31.1;10.37
617;207.53;155.65;129.71;103.77;77.82;51.88;31.13;10.38
618;207.7;155.77;129.81;103.85;77.89;51.92;31.15;10.38
619;207.87;155.9;129.92;103.93;77.95;51.97;31.18;10.39
620;208.03;156.03;130.02;104.02;78.01;52.01;31.21;10.4
621;208.2;156.15;130.13;104.1;78.08;52.05;31.23;10.41
622;208.37;156.28;130.23;104.18;78.14;52.09;31.26;10.42
623;208.54;156.4;130.34;104.27;78.2;52.13;31.28;10.43
624;208.7;156.53;130.44;104.35;78.26;52.18;31.31;10.44
625;208.87;156.65;130.54;104.44;78.33;52.22;31.33;10.44
626;209.04;156.78;130.65;104.52;78.39;52.26;31.36;10.45
627;209.21;156.9;130.75;104.6;78.45;52.3;31.38;10.46
628;209.37;157.03;130.86;104.69;78.51;52.34;31.41;10.47
629;209.54;157.15;130.96;104.77;78.58;52.38;31.43;10.48
630;209.71;157.28;131.07;104.85;78.64;52.43;31.46;10.49
631;209.87;157.4;131.17;104.94;78.7;52.47;31.48;10.49
632;210.04;157.53;131.27;105.02;78.76;52.51;31.51;10.5
633;210.2;157.65;131.38;105.1;78.83;52.55;31.53;10.51
634;210.37;157.78;131.48;105.18;78.89;52.59;31.56;10.52
635;210.54;157.9;131.58;105.27;78.95;52.63;31.58;10.53
636;210.7;158.03;131.69;105.35;79.01;52.68;31.61;10.54
637;210.87;158.15;131.79;105.43;79.08;52.72;31.63;10.54
638;211.03;158.27;131.9;105.52;79.14;52.76;31.65;10.55
639;211.2;158.4;132;105.6;79.2;52.8;31.68;10.56
640;211.36;158.52;132.1;105.68;79.26;52.84;31.7;10.57
641;211.53;158.65;132.21;105.76;79.32;52.88;31.73;10.58
642;211.69;158.77;132.31;105.85;79.38;52.92;31.75;10.58
643;211.86;158.89;132.41;105.93;79.45;52.96;31.78;10.59
644;212.02;159.02;132.51;106.01;79.51;53.01;31.8;10.6
645;212.19;159.14;132.62;106.09;79.57;53.05;31.83;10.61
646;212.35;159.26;132.72;106.18;79.63;53.09;31.85;10.62
647;212.52;159.39;132.82;106.26;79.69;53.13;31.88;10.63
648;212.68;159.51;132.93;106.34;79.76;53.17;31.9;10.63
649;212.84;159.63;133.03;106.42;79.82;53.21;31.93;10.64
650;213.01;159.76;133.13;106.5;79.88;53.25;31.95;10.65
651;213.17;159.88;133.23;106.59;79.94;53.29;31.98;10.66
652;213.34;160;133.33;106.67;80;53.33;32;10.67
653;213.5;160.12;133.44;106.75;80.06;53.37;32.02;10.67
654;213.66;160.25;133.54;106.83;80.12;53.42;32.05;10.68
655;213.83;160.37;133.64;106.91;80.18;53.46;32.07;10.69
656;213.99;160.49;133.74;106.99;80.25;53.5;32.1;10.7
657;214.15;160.61;133.84;107.08;80.31;53.54;32.12;10.71
658;214.31;160.74;133.95;107.16;80.37;53.58;32.15;10.72
659;214.48;160.86;134.05;107.24;80.43;53.62;32.17;10.72
660;214.64;160.98;134.15;107.32;80.49;53.66;32.2;10.73
661;214.8;161.1;134.25;107.4;80.55;53.7;32.22;10.74
662;214.97;161.22;134.35;107.48;80.61;53.74;32.24;10.75
663;215.13;161.35;134.45;107.56;80.67;53.78;32.27;10.76
664;215.29;161.47;134.56;107.64;80.73;53.82;32.29;10.76
665;215.45;161.59;134.66;107.73;80.79;53.86;32.32;10.77
666;215.61;161.71;134.76;107.81;80.86;53.9;32.34;10.78
667;215.78;161.83;134.86;107.89;80.92;53.94;32.37;10.79
668;215.94;161.95;134.96;107.97;80.98;53.98;32.39;10.8
669;216.1;162.07;135.06;108.05;81.04;54.02;32.41;10.8
670;216.26;162.2;135.16;108.13;81.1;54.07;32.44;10.81
671;216.42;162.32;135.26;108.21;81.16;54.11;32.46;10.82
672;216.58;162.44;135.36;108.29;81.22;54.15;32.49;10.83
673;216.74;162.56;135.46;108.37;81.28;54.19;32.51;10.84
674;216.9;162.68;135.57;108.45;81.34;54.23;32.54;10.85
675;217.07;162.8;135.67;108.53;81.4;54.27;32.56;10.85
676;217.23;162.92;135.77;108.61;81.46;54.31;32.58;10.86
677;217.39;163.04;135.87;108.69;81.52;54.35;32.61;10.87
678;217.55;163.16;135.97;108.77;81.58;54.39;32.63;10.88
679;217.71;163.28;136.07;108.85;81.64;54.43;32.66;10.89
680;217.87;163.4;136.17;108.93;81.7;54.47;32.68;10.89
681;218.03;163.52;136.27;109.01;81.76;54.51;32.7;10.9
682;218.19;163.64;136.37;109.09;81.82;54.55;32.73;10.91
683;218.35;163.76;136.47;109.17;81.88;54.59;32.75;10.92
684;218.51;163.88;136.57;109.25;81.94;54.63;32.78;10.93
685;218.67;164;136.67;109.33;82;54.67;32.8;10.93
686;218.83;164.12;136.77;109.41;82.06;54.71;32.82;10.94
687;218.99;164.24;136.87;109.49;82.12;54.75;32.85;10.95
688;219.15;164.36;136.97;109.57;82.18;54.79;32.87;10.96
689;219.31;164.48;137.07;109.65;82.24;54.83;32.9;10.97
690;219.46;164.6;137.17;109.73;82.3;54.87;32.92;10.97
691;219.62;164.72;137.26;109.81;82.36;54.91;32.94;10.98
692;219.78;164.84;137.36;109.89;82.42;54.95;32.97;10.99
693;219.94;164.96;137.46;109.97;82.48;54.99;32.99;11
694;220.1;165.07;137.56;110.05;82.54;55.02;33.01;11
695;220.26;165.19;137.66;110.13;82.6;55.06;33.04;11.01
696;220.42;165.31;137.76;110.21;82.66;55.1;33.06;11.02
697;220.57;165.43;137.86;110.29;82.72;55.14;33.09;11.03
698;220.73;165.55;137.96;110.37;82.77;55.18;33.11;11.04
699;220.89;165.67;138.06;110.45;82.83;55.22;33.13;11.04
700;221.05;165.79;138.16;110.52;82.89;55.26;33.16;11.05
701;221.21;165.9;138.25;110.6;82.95;55.3;33.18;11.06
702;221.36;166.02;138.35;110.68;83.01;55.34;33.2;11.07
703;221.52;166.14;138.45;110.76;83.07;55.38;33.23;11.08
704;221.68;166.26;138.55;110.84;83.13;55.42;33.25;11.08
705;221.84;166.38;138.65;110.92;83.19;55.46;33.28;11.09
706;221.99;166.5;138.75;111;83.25;55.5;33.3;11.1
707;222.15;166.61;138.84;111.08;83.31;55.54;33.32;11.11
708;222.31;166.73;138.94;111.15;83.37;55.58;33.35;11.12
709;222.47;166.85;139.04;111.23;83.42;55.62;33.37;11.12
710;222.62;166.97;139.14;111.31;83.48;55.66;33.39;11.13
711;222.78;167.08;139.24;111.39;83.54;55.69;33.42;11.14
712;222.94;167.2;139.33;111.47;83.6;55.73;33.44;11.15
713;223.09;167.32;139.43;111.55;83.66;55.77;33.46;11.15
714;223.25;167.44;139.53;111.62;83.72;55.81;33.49;11.16
715;223.4;167.55;139.63;111.7;83.78;55.85;33.51;11.17
716;223.56;167.67;139.73;111.78;83.84;55.89;33.53;11.18
717;223.72;167.79;139.82;111.86;83.89;55.93;33.56;11.19
718;223.87;167.9;139.92;111.94;83.95;55.97;33.58;11.19
719;224.03;168.02;140.02;112.01;84.01;56.01;33.6;11.2
720;224.18;168.14;140.12;112.09;84.07;56.05;33.63;11.21
721;224.34;168.26;140.21;112.17;84.13;56.09;33.65;11.22
722;224.5;168.37;140.31;112.25;84.19;56.12;33.67;11.22
723;224.65;168.49;140.41;112.33;84.24;56.16;33.7;11.23
724;224.81;168.6;140.5;112.4;84.3;56.2;33.72;11.24
725;224.96;168.72;140.6;112.48;84.36;56.24;33.74;11.25
726;225.12;168.84;140.7;112.56;84.42;56.28;33.77;11.26
727;225.27;168.95;140.79;112.64;84.48;56.32;33.79;11.26
728;225.43;169.07;140.89;112.71;84.53;56.36;33.81;11.27
729;225.58;169.19;140.99;112.79;84.59;56.4;33.84;11.28
730;225.74;169.3;141.08;112.87;84.65;56.43;33.86;11.29
731;225.89;169.42;141.18;112.95;84.71;56.47;33.88;11.29
732;226.04;169.53;141.28;113.02;84.77;56.51;33.91;11.3
733;226.2;169.65;141.37;113.1;84.82;56.55;33.93;11.31
734;226.35;169.77;141.47;113.18;84.88;56.59;33.95;11.32
735;226.51;169.88;141.57;113.25;84.94;56.63;33.98;11.33
736;226.66;170;141.66;113.33;85;56.67;34;11.33
737;226.82;170.11;141.76;113.41;85.06;56.7;34.02;11.34
738;226.97;170.23;141.86;113.48;85.11;56.74;34.05;11.35
739;227.12;170.34;141.95;113.56;85.17;56.78;34.07;11.36
740;227.28;170.46;142.05;113.64;85.23;56.82;34.09;11.36
741;227.43;170.57;142.14;113.72;85.29;56.86;34.11;11.37
742;227.58;170.69;142.24;113.79;85.34;56.9;34.14;11.38
743;227.74;170.8;142.34;113.87;85.4;56.93;34.16;11.39
744;227.89;170.92;142.43;113.95;85.46;56.97;34.18;11.39
745;228.04;171.03;142.53;114.02;85.52;57.01;34.21;11.4
746;228.2;171.15;142.62;114.1;85.57;57.05;34.23;11.41
747;228.35;171.26;142.72;114.17;85.63;57.09;34.25;11.42
748;228.5;171.38;142.81;114.25;85.69;57.13;34.28;11.43
749;228.65;171.49;142.91;114.33;85.75;57.16;34.3;11.43
750;228.81;171.61;143;114.4;85.8;57.2;34.32;11.44
751;228.96;171.72;143.1;114.48;85.86;57.24;34.34;11.45
752;229.11;171.83;143.2;114.56;85.92;57.28;34.37;11.46
753;229.26;171.95;143.29;114.63;85.97;57.32;34.39;11.46
754;229.42;172.06;143.39;114.71;86.03;57.35;34.41;11.47
755;229.57;172.18;143.48;114.78;86.09;57.39;34.44;11.48
756;229.72;172.29;143.58;114.86;86.15;57.43;34.46;11.49
757;229.87;172.4;143.67;114.94;86.2;57.47;34.48;11.49
758;230.02;172.52;143.77;115.01;86.26;57.51;34.5;11.5
759;230.18;172.63;143.86;115.09;86.32;57.54;34.53;11.51
760;230.33;172.75;143.95;115.16;86.37;57.58;34.55;11.52
761;230.48;172.86;144.05;115.24;86.43;57.62;34.57;11.52
762;230.63;172.97;144.14;115.32;86.49;57.66;34.59;11.53
763;230.78;173.09;144.24;115.39;86.54;57.7;34.62;11.54
764;230.93;173.2;144.33;115.47;86.6;57.73;34.64;11.55
765;231.08;173.31;144.43;115.54;86.66;57.77;34.66;11.55
766;231.23;173.43;144.52;115.62;86.71;57.81;34.69;11.56
767;231.39;173.54;144.62;115.69;86.77;57.85;34.71;11.57
768;231.54;173.65;144.71;115.77;86.83;57.88;34.73;11.58
769;231.69;173.77;144.8;115.84;86.88;57.92;34.75;11.58
770;231.84;173.88;144.9;115.92;86.94;57.96;34.78;11.59
771;231.99;173.99;144.99;115.99;87;58;34.8;11.6
772;232.14;174.1;145.09;116.07;87.05;58.03;34.82;11.61
773;232.29;174.22;145.18;116.14;87.11;58.07;34.84;11.61
774;232.44;174.33;145.27;116.22;87.16;58.11;34.87;11.62
775;232.59;174.44;145.37;116.29;87.22;58.15;34.89;11.63
776;232.74;174.55;145.46;116.37;87.28;58.18;34.91;11.64
777;232.89;174.67;145.56;116.44;87.33;58.22;34.93;11.64
778;233.04;174.78;145.65;116.52;87.39;58.26;34.96;11.65
779;233.19;174.89;145.74;116.59;87.45;58.3;34.98;11.66
780;233.34;175;145.84;116.67;87.5;58.33;35;11.67
781;233.49;175.12;145.93;116.74;87.56;58.37;35.02;11.67
782;233.64;175.23;146.02;116.82;87.61;58.41;35.05;11.68
783;233.79;175.34;146.12;116.89;87.67;58.45;35.07;11.69
784;233.94;175.45;146.21;116.97;87.73;58.48;35.09;11.7
785;234.09;175.56;146.3;117.04;87.78;58.52;35.11;11.7
786;234.23;175.68;146.4;117.12;87.84;58.56;35.14;11.71
787;234.38;175.79;146.49;117.19;87.89;58.6;35.16;11.72
788;234.53;175.9;146.58;117.27;87.95;58.63;35.18;11.73
789;234.68;176.01;146.68;117.34;88.01;58.67;35.2;11.73
790;234.83;176.12;146.77;117.41;88.06;58.71;35.22;11.74
791;234.98;176.23;146.86;117.49;88.12;58.74;35.25;11.75
792;235.13;176.34;146.95;117.56;88.17;58.78;35.27;11.76
793;235.27;176.46;147.05;117.64;88.23;58.82;35.29;11.76
794;235.42;176.57;147.14;117.71;88.28;58.86;35.31;11.77
795;235.57;176.68;147.23;117.79;88.34;58.89;35.34;11.78
796;235.72;176.79;147.32;117.86;88.39;58.93;35.36;11.79
797;235.87;176.9;147.42;117.93;88.45;58.97;35.38;11.79
798;236.02;177.01;147.51;118.01;88.51;59;35.4;11.8
799;236.16;177.12;147.6;118.08;88.56;59.04;35.42;11.81
800;236.31;177.23;147.69;118.16;88.62;59.08;35.45;11.82
801;236.46;177.34;147.79;118.23;88.67;59.11;35.47;11.82
802;236.61;177.45;147.88;118.3;88.73;59.15;35.49;11.83
803;236.75;177.57;147.97;118.38;88.78;59.19;35.51;11.84
804;236.9;177.68;148.06;118.45;88.84;59.23;35.54;11.85
805;237.05;177.79;148.16;118.52;88.89;59.26;35.56;11.85
806;237.2;177.9;148.25;118.6;88.95;59.3;35.58;11.86
807;237.34;178.01;148.34;118.67;89;59.34;35.6;11.87
808;237.49;178.12;148.43;118.74;89.06;59.37;35.62;11.87
809;237.64;178.23;148.52;118.82;89.11;59.41;35.65;11.88
810;237.78;178.34;148.61;118.89;89.17;59.45;35.67;11.89
811;237.93;178.45;148.71;118.97;89.22;59.48;35.69;11.9
812;238.08;178.56;148.8;119.04;89.28;59.52;35.71;11.9
813;238.22;178.67;148.89;119.11;89.33;59.56;35.73;11.91
814;238.37;178.78;148.98;119.18;89.39;59.59;35.76;11.92
815;238.52;178.89;149.07;119.26;89.44;59.63;35.78;11.93
816;238.66;179;149.16;119.33;89.5;59.67;35.8;11.93
817;238.81;179.11;149.26;119.4;89.55;59.7;35.82;11.94
818;238.95;179.22;149.35;119.48;89.61;59.74;35.84;11.95
819;239.1;179.33;149.44;119.55;89.66;59.78;35.87;11.96
820;239.25;179.44;149.53;119.62;89.72;59.81;35.89;11.96
821;239.39;179.54;149.62;119.7;89.77;59.85;35.91;11.97
822;239.54;179.65;149.71;119.77;89.83;59.88;35.93;11.98
823;239.68;179.76;149.8;119.84;89.88;59.92;35.95;11.98
824;239.83;179.87;149.89;119.91;89.94;59.96;35.97;11.99
825;239.98;179.98;149.98;119.99;89.99;59.99;36;12
826;240.12;180.09;150.08;120.06;90.05;60.03;36.02;12.01
827;240.27;180.2;150.17;120.13;90.1;60.07;36.04;12.01
828;240.41;180.31;150.26;120.21;90.15;60.1;36.06;12.02
829;240.56;180.42;150.35;120.28;90.21;60.14;36.08;12.03
830;240.7;180.53;150.44;120.35;90.26;60.18;36.11;12.04
831;240.85;180.63;150.53;120.42;90.32;60.21;36.13;12.04
832;240.99;180.74;150.62;120.5;90.37;60.25;36.15;12.05
833;241.14;180.85;150.71;120.57;90.43;60.28;36.17;12.06
834;241.28;180.96;150.8;120.64;90.48;60.32;36.19;12.06
835;241.43;181.07;150.89;120.71;90.53;60.36;36.21;12.07
836;241.57;181.18;150.98;120.78;90.59;60.39;36.24;12.08
837;241.71;181.29;151.07;120.86;90.64;60.43;36.26;12.09
838;241.86;181.39;151.16;120.93;90.7;60.46;36.28;12.09
839;242;181.5;151.25;121;90.75;60.5;36.3;12.1
840;242.15;181.61;151.34;121.07;90.81;60.54;36.32;12.11
